|      | game_id                                                             |   num_videos |
|  436 | hajimari-no-mori                                                    |           10 |
|  437 | hakunetsu-professional-baseball-94-ganba-league-3                   |           26 |
|  438 | hakunetsu-professional-baseball-ganba-league-93                     |            6 |
|  439 | hals-hole-in-one-golf                                               |           23 |
|  440 | hameln-no-violin-hiki                                               |           68 |
|  441 | hana-no-keiji-kumo-no-kanata-ni                                     |            6 |
|  442 | hanafuda-ou                                                         |            4 |
|  443 | hanjuku-eiyuu-aa-sekai-yo-hanjuku-nare                              |           12 |
|  444 | hanna-barberas-turbo-toons                                          |           24 |
|  445 | hardball-iii                                                        |           34 |
|  446 | harleys-humongous-adventure                                         |           28 |
|  447 | harvest-moon                                                        |          144 |
|  448 | hashire-hebereke                                                    |           16 |
|  449 | hatayama-hacchi-no-pro-yakyuu-news-jitsumeiban                      |            5 |
|  450 | hayazashi-nidan-morita-shougi                                       |            2 |
|  451 | head-on-soccer                                                      |           71 |
|  452 | hebereke-no-oishii-puzzle-wa-irimasen-ka                            |           11 |
|  453 | hebereke-no-popun                                                   |           15 |
|  454 | heberekes-popoitto                                                  |           77 |
|  455 | heian-fuunden-the                                                   |            1 |
|  456 | heisei-gunjin-shougi                                                |            6 |
|  457 | heisei-inu-monogatari-bow-pop-n-smash                               |           24 |
|  458 | heisei-shin-onigashima                                              |            8 |
|  459 | herakles-no-eikou-iii-kamigami-no-chinmoku                          |            8 |
|  460 | herakles-no-eikou-iv-kamigami-kara-no-okurimono                     |           48 |
|  461 | hercules                                                            |           35 |
|  462 | hero-senki-project-olympus                                          |           68 |
|  463 | hi-no-ouji-yamato-takeru                                            |          136 |
|  464 | hiouden-mamono-tachi-to-no-chikai                                   |            3 |
|  465 | hissatsu-pachinko-collection                                        |            2 |
|  466 | hisshou-777-fighter-ii-pachi-slot-hi-jouhou                         |            1 |
|  467 | hisshou-777-fighter-iii-kokuryuuou-no-fukkatsu                      |            2 |
|  468 | hisshou-pachi-slot-fan                                              |            8 |
|  469 | hit-the-ice                                                         |           37 |
|  470 | hokuto-no-ken-5-tenma-ryuuseiden-ai-zesshou                         |          494 |
|  471 | hokuto-no-ken-6-gekitou-denshouken-haou-he-no-michi                 |           10 |
|  472 | hokuto-no-ken-7-seiken-retsuden-denshousha-he-no-michi              |           25 |
|  473 | home-alone                                                          |           34 |
|  474 | home-alone-2-lost-in-new-york                                       |           29 |
|  475 | home-improvement-power-tool-pursuit                                 |           74 |
|  476 | hong-kong-97                                                        |           20 |
|  477 | honkaku-mahjong-tetsuman                                            |            8 |
|  478 | honkaku-shougi-fuuunji-ryuuou                                       |            5 |
|  479 | honkakuha-igo-gosei                                                 |            6 |
|  480 | honke-hanafuda                                                      |           38 |
|  481 | honke-sankyo-fever-jikki-simulation-2                               |            3 |
|  482 | honke-sankyo-fever-jikki-simulation-3                               |            5 |
|  483 | honoo-no-toukyuuji-dodge-danpei                                     |          103 |
|  484 | hook                                                                |           36 |
|  485 | hourai-gakuen-no-bouken-tenkousei-scramble                          |            3 |
|  486 | human-grand-prix-iii-f1-triple-battle                               |            3 |
|  487 | humans-the                                                          |           11 |
|  488 | hunchback-of-notre-dame                                             |            2 |
|  489 | hungry-dinosaurs                                                    |            1 |
|  490 | hunt-for-red-october-the                                            |           60 |
|  491 | hurricanes                                                          |           35 |
|  492 | hurricanes-trainer                                                  |            3 |
|  493 | hyper-iria                                                          |           33 |
|  494 | hyper-v-ball                                                        |           30 |
|  495 | hyperzone                                                           |           50 |
|  496 | hysteria                                                            |            4 |
|  497 | idea-no-hi                                                          |            6 |
|  498 | ignition-factor-the                                                 |           41 |
|  499 | igo-club                                                            |            5 |
|  500 | illvanian-no-shiro                                                  |            3 |
|  501 | imperium                                                            |           63 |
|  502 | inazuma-serve-da-super-beach-volley                                 |            3 |
|  503 | incantation                                                         |           20 |
|  504 | incredible-hulk-the                                                 |           44 |
|  505 | indiana-jones-greatest-adventures                                   |           15 |
|  506 | inspector-gadget                                                    |           25 |
|  507 | international-superstar-soccer                                      |            7 |
|  508 | international-superstar-soccer-deluxe                               |           10 |
|  509 | international-tennis-tour                                           |            9 |
|  510 | ippatsu-gyakuten-keiba-keirin-kyoutei                               |            6 |
|  511 | iron-commando-kotetsu-no-senshi                                     |           74 |
|  512 | itadaki-street-2-neon-sign-ha-barairo-ni                            |            8 |
|  513 | itchy-scratchy-game-the                                             |           28 |
|  514 | itou-hatasu-rokudan-no-shougi-doujou                                |            4 |
|  515 | izzys-quest-for-the-olympic-rings                                   |           38 |
|  516 | jack-nicklaus-golf                                                  |           37 |
|  517 | jaleco-rally-big-run-the-supreme-4wd-challenge                      |           55 |
|  518 | james-pond-3-operation-starfish                                     |            8 |
|  519 | jammes                                                              |           16 |
|  520 | jammit                                                              |           51 |
|  521 | jelly-boy                                                           |           27 |
|  522 | jelly-boy-2                                                         |           98 |
|  523 | jeopardy                                                            |            7 |
|  524 | jetsons-the-invasion-of-the-planet-pirates                          |           17 |
|  525 | jikkyou-oshaberi-parodius-forever-with-me                           |           81 |
